Uid,Handle,Link,Party,Clickable URL
817076257770835000,RepEspaillat,https://twitter.com/RepEspaillat,D,https://twitter.com/RepEspaillat
811986281177772000,RepTrey,https://twitter.com/RepTrey,R,https://twitter.com/RepTrey
818554054309715000,SenJackyRosen,https://twitter.com/SenJackyRosen,D,https://twitter.com/SenJackyRosen
838462994,JamesComer,https://twitter.com/JamesComer,R,https://twitter.com/JamesComer
90639372,RepDwightEvans,https://twitter.com/RepDwightEvans,D,https://twitter.com/RepDwightEvans
1240107944,RogerMarshallMD,https://twitter.com/RogerMarshallMD,R,https://twitter.com/RogerMarshallMD
1444015610,USRepLong,https://twitter.com/USRepLong,R,https://twitter.com/USRepLong
2253968388,RepByrne,https://twitter.com/RepByrne,R,https://twitter.com/RepByrne
2861616083,USRepGaryPalmer,https://twitter.com/USRepGaryPalmer,R,https://twitter.com/USRepGaryPalmer
76452765,Robert_Aderholt,https://twitter.com/Robert_Aderholt,R,https://twitter.com/Robert_Aderholt
234469322,rep_stevewomack,https://twitter.com/rep_stevewomack,R,https://twitter.com/rep_stevewomack
236279233,NormaJTorres,https://twitter.com/NormaJTorres,D,https://twitter.com/NormaJTorres
2968007206,RepDeSaulnier,https://twitter.com/RepDeSaulnier,D,https://twitter.com/RepDeSaulnier
303861808,RepThompson,https://twitter.com/RepThompson,D,https://twitter.com/RepThompson
233693291,RepRickCrawford,https://twitter.com/RepRickCrawford,R,https://twitter.com/RepRickCrawford
1089859058,RepRaulRuizMD,https://twitter.com/RepRaulRuizMD,D,https://twitter.com/RepRaulRuizMD
816157667882373000,RepCarbajal,https://twitter.com/RepCarbajal,D,https://twitter.com/RepCarbajal
22545491,KenCalvert,https://twitter.com/KenCalvert,R,https://twitter.com/KenCalvert
24913074,RepSpeier,https://twitter.com/RepSpeier,D,https://twitter.com/RepSpeier
942156122,RepSwalwell,https://twitter.com/RepSwalwell,D,https://twitter.com/RepSwalwell
29501253,RepAdamSchiff,https://twitter.com/RepAdamSchiff,D,https://twitter.com/RepAdamSchiff
239949176,RepKarenBass,https://twitter.com/RepKarenBass,D,https://twitter.com/RepKarenBass
2974648323,SteveKnight25,https://twitter.com/SteveKnight25,R,https://twitter.com/SteveKnight25
385429543,RepMcNerney,https://twitter.com/RepMcNerney,D,https://twitter.com/RepMcNerney
15764644,SpeakerPelosi,https://twitter.com/SpeakerPelosi,D,https://twitter.com/SpeakerPelosi
245451804,RepJimCosta,https://twitter.com/RepJimCosta,D,https://twitter.com/RepJimCosta
3044993235,RepTedLieu,https://twitter.com/RepTedLieu,D,https://twitter.com/RepTedLieu
312134473,RepLindaSanchez,https://twitter.com/RepLindaSanchez,D,https://twitter.com/RepLindaSanchez
246769138,RepEdRoyce,https://twitter.com/RepEdRoyce,R,https://twitter.com/RepEdRoyce
806583915012046000,RepDrewFerguson,https://twitter.com/RepDrewFerguson,R,https://twitter.com/RepDrewFerguson
1060984272,Elizabeth_Esty,https://twitter.com/Elizabeth_Esty,D,https://twitter.com/Elizabeth_Esty
1071900114,RepTedYoho,https://twitter.com/RepTedYoho,R,https://twitter.com/RepTedYoho
432771620,RepSusanDavis,https://twitter.com/RepSusanDavis,D,https://twitter.com/RepSusanDavis
28599820,RepDianaDeGette,https://twitter.com/RepDianaDeGette,D,https://twitter.com/RepDianaDeGette
31611298,jahimes,https://twitter.com/jahimes,D,https://twitter.com/jahimes
1060487274,RepDougCollins,https://twitter.com/RepDougCollins,R,https://twitter.com/RepDougCollins
2433737761,RepHastingsFL,https://twitter.com/RepHastingsFL,D,https://twitter.com/RepHastingsFL
14275291,RosLehtinen,https://twitter.com/RosLehtinen,R,https://twitter.com/RosLehtinen
85396297,RepJoeCourtney,https://twitter.com/RepJoeCourtney,D,https://twitter.com/RepJoeCourtney
242873057,RepTipton,https://twitter.com/RepTipton,R,https://twitter.com/RepTipton
281540744,RepWebster,https://twitter.com/RepWebster,R,https://twitter.com/RepWebster
463132556,RepJaredPolis,https://twitter.com/RepJaredPolis,D,https://twitter.com/RepJaredPolis
1140648348,RepDWStweets,https://twitter.com/RepDWStweets,D,https://twitter.com/RepDWStweets
234797704,AustinScottGA08,https://twitter.com/AustinScottGA08,R,https://twitter.com/AustinScottGA08
22509548,DarrellIssa,https://twitter.com/DarrellIssa,R,https://twitter.com/DarrellIssa
2973870195,RepBuddyCarter,https://twitter.com/RepBuddyCarter,R,https://twitter.com/RepBuddyCarter
1339931490,RepRobinKelly,https://twitter.com/RepRobinKelly,D,https://twitter.com/RepRobinKelly
137794015,RepTedDeutch,https://twitter.com/RepTedDeutch,D,https://twitter.com/RepTedDeutch
816030424778543000,RepCharlieCrist,https://twitter.com/RepCharlieCrist,D,https://twitter.com/RepCharlieCrist
789244177,RepDannyDavis,https://twitter.com/RepDannyDavis,D,https://twitter.com/RepDannyDavis
2914163523,RepLoudermilk,https://twitter.com/RepLoudermilk,R,https://twitter.com/RepLoudermilk
249410485,SanfordBishop,https://twitter.com/SanfordBishop,D,https://twitter.com/SanfordBishop
1065995022,RepWalorski,https://twitter.com/RepWalorski,R,https://twitter.com/RepWalorski
20467163,VernBuchanan,https://twitter.com/VernBuchanan,R,https://twitter.com/VernBuchanan
26051676,RepGusBilirakis,https://twitter.com/RepGusBilirakis,R,https://twitter.com/RepGusBilirakis
1074101017,SusanWBrooks,https://twitter.com/SusanWBrooks,R,https://twitter.com/SusanWBrooks
937723303,RepJohnDelaney,https://twitter.com/RepJohnDelaney,D,https://twitter.com/RepJohnDelaney
1045110018,RepDanKildee,https://twitter.com/RepDanKildee,D,https://twitter.com/RepDanKildee
234812598,RepLarryBucshon,https://twitter.com/RepLarryBucshon,R,https://twitter.com/RepLarryBucshon
267854863,RepRichmond,https://twitter.com/RepRichmond,D,https://twitter.com/RepRichmond
2293131060,RepKClark,https://twitter.com/RepKClark,D,https://twitter.com/RepKClark
233949261,RepHuizenga,https://twitter.com/RepHuizenga,R,https://twitter.com/RepHuizenga
384913290,RepJohnYarmuth,https://twitter.com/RepJohnYarmuth,D,https://twitter.com/RepJohnYarmuth
310310133,RepStephenLynch,https://twitter.com/RepStephenLynch,D,https://twitter.com/RepStephenLynch
237862972,RepWalberg,https://twitter.com/RepWalberg,R,https://twitter.com/RepWalberg
22012091,LeaderHoyer,https://twitter.com/LeaderHoyer,D,https://twitter.com/LeaderHoyer
124224165,RepFredUpton,https://twitter.com/RepFredUpton,R,https://twitter.com/RepFredUpton
2696643955,RepMoolenaar,https://twitter.com/RepMoolenaar,R,https://twitter.com/RepMoolenaar
242426145,RepMcGovern,https://twitter.com/RepMcGovern,D,https://twitter.com/RepMcGovern
516880804,BettyMcCollum04,https://twitter.com/BettyMcCollum04,D,https://twitter.com/BettyMcCollum04
1262814457,RepTimWalz,https://twitter.com/RepTimWalz,D,https://twitter.com/RepTimWalz
2863006655,RepLawrence,https://twitter.com/RepLawrence,D,https://twitter.com/RepLawrence
14135426,keithellison,https://twitter.com/keithellison,D,https://twitter.com/keithellison
164369297,NydiaVelazquez,https://twitter.com/NydiaVelazquez,D,https://twitter.com/NydiaVelazquez
163570705,repcleaver,https://twitter.com/repcleaver,D,https://twitter.com/repcleaver
815310506596691000,RepJoshG,https://twitter.com/RepJoshG,D,https://twitter.com/RepJoshG
1531521632,RepBeatty,https://twitter.com/RepBeatty,D,https://twitter.com/RepBeatty
240812994,RepYvetteClarke,https://twitter.com/RepYvetteClarke,D,https://twitter.com/RepYvetteClarke
252819323,RepTomReed,https://twitter.com/RepTomReed,R,https://twitter.com/RepTomReed
1072467470,RepSeanMaloney,https://twitter.com/RepSeanMaloney,D,https://twitter.com/RepSeanMaloney
18967498,CongressmanGT,https://twitter.com/CongressmanGT,R,https://twitter.com/CongressmanGT
26778110,RepWalterJones,https://twitter.com/RepWalterJones,R,https://twitter.com/RepWalterJones
3353670647,RepDanDonovan,https://twitter.com/RepDanDonovan,R,https://twitter.com/RepDanDonovan
252249233,RepPeterDeFazio,https://twitter.com/RepPeterDeFazio,D,https://twitter.com/RepPeterDeFazio
211530910,RepBillJohnson,https://twitter.com/RepBillJohnson,R,https://twitter.com/RepBillJohnson
239871673,RepLouBarletta,https://twitter.com/RepLouBarletta,R,https://twitter.com/RepLouBarletta
581141508,RepMarcyKaptur,https://twitter.com/RepMarcyKaptur,D,https://twitter.com/RepMarcyKaptur
236916916,RepJimRenacci,https://twitter.com/RepJimRenacci,R,https://twitter.com/RepJimRenacci
20545793,RepSchrader,https://twitter.com/RepSchrader,D,https://twitter.com/RepSchrader
211420609,RepSteveStivers,https://twitter.com/RepSteveStivers,R,https://twitter.com/RepSteveStivers
